city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Farnborough,Farnborough,51.3591,0.0741,United Kingdom,GB,GBR,Bromley,,14632,1826247244
Skipton,Skipton,53.9625,-2.0163,United Kingdom,GB,GBR,North Yorkshire,,14623,1826200772
Port Glasgow,Port Glasgow,55.934,-4.6906,United Kingdom,GB,GBR,Inverclyde,,14620,1826330462
Lowton,Lowton,53.471,-2.569,United Kingdom,GB,GBR,Wigan,,14605,1826374228
Burbage,Burbage,52.5277,-1.3483,United Kingdom,GB,GBR,Leicestershire,,14568,1826305898
Thorpe Saint Andrew,Thorpe Saint Andrew,52.6354,1.3431,United Kingdom,GB,GBR,Norfolk,,14556,1826296791
Moston,Moston,53.5156,-2.1848,United Kingdom,GB,GBR,Manchester,,14518,1826000013
Chelsfield,Chelsfield,51.3582,0.1278,United Kingdom,GB,GBR,Bromley,,14507,1826005730
Aberdare,Aberdare,51.713,-3.445,United Kingdom,GB,GBR,Rhondda Cynon Taff,,14506,1826427395
Thornbury,Thornbury,51.6094,-2.5249,United Kingdom,GB,GBR,South Gloucestershire,,14496,1826096107
Morton,Morton,51.6094,-2.5249,United Kingdom,GB,GBR,South Gloucestershire,,14496,1826561824
Uckfield,Uckfield,50.97,0.1,United Kingdom,GB,GBR,East Sussex,,14493,1826320254
Deysbrook,Deysbrook,53.429,-2.934,United Kingdom,GB,GBR,Liverpool,,14490,1826441033
Armthorpe,Armthorpe,53.5352,-1.0522,United Kingdom,GB,GBR,Doncaster,,14457,1826961585
Southgate,Southgate,51.6316,-0.1265,United Kingdom,GB,GBR,Enfield,,14454,1826679961
Alloa,Alloa,56.116,-3.793,United Kingdom,GB,GBR,Clackmannanshire,,14440,1826126712
Dollis Hill,Dollis Hill,51.5641,-0.2341,United Kingdom,GB,GBR,Brent,,14425,1826669520
Wymondham,Wymondham,52.57,1.116,United Kingdom,GB,GBR,Norfolk,,14405,1826379714
Hetton le Hole,Hetton le Hole,54.821,-1.449,United Kingdom,GB,GBR,Sunderland,,14402,1826816233
Amersham,Amersham,51.677,-0.603,United Kingdom,GB,GBR,Buckinghamshire,,14384,1826557635
West Derby,West Derby,53.4338,-2.907,United Kingdom,GB,GBR,Liverpool,,14382,1826890297
Cowes,Cowes,50.7595,-1.3002,United Kingdom,GB,GBR,Isle of Wight,,14370,1826109660
West Drayton,West Drayton,51.5043,-0.4646,United Kingdom,GB,GBR,Hillingdon,,14370,1826574232
Conisbrough,Conisbrough,53.479,-1.227,United Kingdom,GB,GBR,Doncaster,,14333,1826311843
Rottingdean,Rottingdean,50.815,-0.065,United Kingdom,GB,GBR,Brighton and Hove,,14324,1826363902
Kidbrooke,Kidbrooke,51.4621,0.0273,United Kingdom,GB,GBR,Greenwich,,14300,1826659843
Rock Ferry,Rock Ferry,53.373,-3.008,United Kingdom,GB,GBR,Wirral,,14298,1826250027
Shirley,Shirley,51.3813,-0.0543,United Kingdom,GB,GBR,Croydon,,14296,1826702063
Pollokshaws,Pollokshaws,55.8252,-4.2947,United Kingdom,GB,GBR,East Renfrewshire,,14295,1826777307
Chard,Chard,50.8728,-2.9587,United Kingdom,GB,GBR,Somerset,,14287,1826438736
Patcham,Patcham,50.864,-0.15,United Kingdom,GB,GBR,Brighton and Hove,,14277,1826835720
Weston,Weston,53.413,-2.798,United Kingdom,GB,GBR,Halton,,14263,1826832575
Poynton,Poynton,53.35,-2.1167,United Kingdom,GB,GBR,Cheshire East,,14260,1826399707
Seacroft,Seacroft,53.8222,-1.4599,United Kingdom,GB,GBR,Leeds,,14246,1826045634
Forfar,Forfar,56.6442,-2.8884,United Kingdom,GB,GBR,Angus,,14230,1826527188
Maldon,Maldon,51.7318,0.6758,United Kingdom,GB,GBR,Essex,,14220,1826363463
Kearsley,Kearsley,53.53,-2.37,United Kingdom,GB,GBR,Bolton,,14212,1826981144
Leyton,Leyton,51.57,-0.015,United Kingdom,GB,GBR,Waltham Forest,,14184,1826843295
Mackworth,Mackworth,52.9277,-1.5373,United Kingdom,GB,GBR,Derby,,14180,1826657031
Hythe,Hythe,51.0716,1.084,United Kingdom,GB,GBR,Kent,,14170,1826972409
Ashtead,Ashtead,51.31,-0.299,United Kingdom,GB,GBR,Surrey,,14169,1826304464
Wombourn,Wombourn,52.5302,-2.1857,United Kingdom,GB,GBR,Staffordshire,,14157,1826116234
Bishops Cleeve,Bishops Cleeve,51.947,-2.061,United Kingdom,GB,GBR,Gloucestershire,,14068,1826876835
Nantwich,Nantwich,53.067,-2.522,United Kingdom,GB,GBR,Cheshire East,,14045,1826640186
Hazel Grove,Hazel Grove,53.375,-2.111,United Kingdom,GB,GBR,Stockport,,14022,1826167274
Morpeth,Morpeth,55.1675,-1.6908,United Kingdom,GB,GBR,Northumberland,,14017,1826000022
Uttoxeter,Uttoxeter,52.898,-1.86,United Kingdom,GB,GBR,Staffordshire,,14014,1826375262
Marlow,Marlow,51.57,-0.78,United Kingdom,GB,GBR,Buckinghamshire,,14004,1826308165
Pemberton,Pemberton,53.536,-2.6738,United Kingdom,GB,GBR,Wigan,,13982,1826584870
Brierley Hill,Brierley Hill,52.4795,-2.1245,United Kingdom,GB,GBR,Dudley,,13935,1826736582
Streetly,Streetly,52.577,-1.884,United Kingdom,GB,GBR,Walsall,,13934,1826347383
Bickley,Bickley,51.4003,0.0466,United Kingdom,GB,GBR,Bromley,,13904,1826046416
Rustington,Rustington,50.8102,-0.5052,United Kingdom,GB,GBR,West Sussex,,13883,1826971079
Eastham,Eastham,53.313,-2.962,United Kingdom,GB,GBR,Liverpool,,13882,1826374388
Cosham,Cosham,50.8424,-1.066,United Kingdom,GB,GBR,Portsmouth,,13830,1826628541
Enniskillen,Enniskillen,54.3447,-7.6389,United Kingdom,GB,GBR,Fermanagh and Omagh,,13823,1826724326
Littleborough,Littleborough,53.644,-2.098,United Kingdom,GB,GBR,Rochdale,,13807,1826853866
Rosyth,Rosyth,56.0339,-3.4323,United Kingdom,GB,GBR,Fife,,13780,1826173931
Hawick,Hawick,55.422,-2.787,United Kingdom,GB,GBR,Scottish Borders,,13740,1826156666
Sidmouth,Sidmouth,50.68,-3.239,United Kingdom,GB,GBR,Devon,,13737,1826699367
Milford Haven,Milford Haven,51.7142,-5.0427,United Kingdom,GB,GBR,Pembrokeshire,,13725,1826680472
Kidlington,Kidlington,51.8231,-1.2903,United Kingdom,GB,GBR,Oxfordshire,,13723,1826182197
Knottingley,Knottingley,53.705,-1.249,United Kingdom,GB,GBR,Wakefield,,13710,1826742978
Otley,Otley,53.905,-1.687,United Kingdom,GB,GBR,Leeds,,13668,1826254599
Helensburgh,Helensburgh,56.0166,-4.7333,United Kingdom,GB,GBR,Argyll and Bute,,13640,1826378273
Childwall,Childwall,53.395,-2.881,United Kingdom,GB,GBR,Liverpool,,13640,1826133113
Allestree,Allestree,52.9519,-1.4856,United Kingdom,GB,GBR,Derby,,13622,1826396769
Middlewich,Middlewich,53.192,-2.443,United Kingdom,GB,GBR,Cheshire East,,13595,1826609580
Whitby,Whitby,54.4858,-0.6206,United Kingdom,GB,GBR,North Yorkshire,,13594,1826806363
Royal Wootton Bassett,Royal Wootton Bassett,51.533,-1.9,United Kingdom,GB,GBR,Wiltshire,,13570,1826578502
Bridport,Bridport,50.7336,-2.7584,United Kingdom,GB,GBR,Dorset,,13569,1826126753
Rossington,Rossington,53.4759,-1.0613,United Kingdom,GB,GBR,Doncaster,,13557,1826906333
Hilsea,Hilsea,50.83,-1.07,United Kingdom,GB,GBR,Portsmouth,,13552,1826746556
Clifton,Clifton,53.9721,-1.0979,United Kingdom,GB,GBR,York,,13548,1826512283
Hemsworth,Hemsworth,53.61,-1.35,United Kingdom,GB,GBR,Wakefield,,13533,1826714452
Strabane,Strabane,54.83,-7.47,United Kingdom,GB,GBR,Derry and Strabane,,13507,1826843663
Little Hulton,Little Hulton,53.53,-2.418,United Kingdom,GB,GBR,Salford,,13469,1826921143
Stroud,Stroud,51.744,-2.215,United Kingdom,GB,GBR,Gloucestershire,,13468,1826302127
Chaddesden,Chaddesden,52.9301,-1.4383,United Kingdom,GB,GBR,Derby,,13413,1826935490
Heswall,Heswall,53.328,-3.099,United Kingdom,GB,GBR,Wirral,,13401,1826689320
Dalkeith,Dalkeith,55.8958,-3.0583,United Kingdom,GB,GBR,Midlothian,,13400,1826152382
Amblecote,Amblecote,52.46,-2.16,United Kingdom,GB,GBR,Dudley,,13393,1826685308
Alsager,Alsager,53.096,-2.305,United Kingdom,GB,GBR,Cheshire East,,13389,1826797417
Saint Budeaux,Saint Budeaux,50.4033,-4.1856,United Kingdom,GB,GBR,Plymouth,,13369,1826218483
Corsham,Corsham,51.434,-2.185,United Kingdom,GB,GBR,Wiltshire,,13369,1826346821
Egg Buckland,Egg Buckland,50.4006,-4.1136,United Kingdom,GB,GBR,Plymouth,,13351,1826735321
Bacup,Bacup,53.704,-2.199,United Kingdom,GB,GBR,Lancashire,,13323,1826120221
Carluke,Carluke,55.734,-3.834,United Kingdom,GB,GBR,South Lanarkshire,,13320,1826058388
Ampthill,Ampthill,52.0263,-0.4906,United Kingdom,GB,GBR,Central Bedfordshire,,13307,1826072891
Shirebrook,Shirebrook,53.2048,-1.2197,United Kingdom,GB,GBR,Derbyshire,,13300,1826437553
Shiremoor,Shiremoor,55.0366,-1.5048,United Kingdom,GB,GBR,North Tyneside,,13300,1826653309
Standish,Standish,53.586,-2.664,United Kingdom,GB,GBR,Wigan,,13278,1826196984
Thame,Thame,51.75,-0.97,United Kingdom,GB,GBR,Oxfordshire,,13273,1826274943
West Boldon,West Boldon,54.945,-1.441,United Kingdom,GB,GBR,South Tyneside,,13271,1826523613
Linlithgow,Linlithgow,55.9791,-3.6105,United Kingdom,GB,GBR,West Lothian,,13260,1826000089
Knutsford,Knutsford,53.3025,-2.3708,United Kingdom,GB,GBR,Cheshire East,,13259,1826240471
Dingle,Dingle,53.3774,-2.9613,United Kingdom,GB,GBR,Liverpool,,13246,1826286712
Walsall Wood,Walsall Wood,52.6277,-1.9301,United Kingdom,GB,GBR,Walsall,,13207,1826891290
Southwick,Southwick,50.836,-0.239,United Kingdom,GB,GBR,West Sussex,,13195,1826708962
Fraserburgh,Fraserburgh,57.693,-2.005,United Kingdom,GB,GBR,Aberdeenshire,,13180,1826713495
Caerfyrddin,Caerfyrddin,51.856,-4.316,United Kingdom,GB,GBR,Carmarthenshire,,13148,1826550370
Hamworthy,Hamworthy,50.7207,-2.0109,United Kingdom,GB,GBR,,,13141,1826152071
Wantage,Wantage,51.589,-1.427,United Kingdom,GB,GBR,Oxfordshire,,13106,1826123790
Wollaston,Wollaston,52.4619,-2.1663,United Kingdom,GB,GBR,Dudley,,13092,1826737467
Great Driffield,Great Driffield,54.005,-0.438,United Kingdom,GB,GBR,East Riding of Yorkshire,,13080,1826244451
Pendlebury,Pendlebury,53.5075,-2.3154,United Kingdom,GB,GBR,Salford,,13069,1826555461
Goodmayes,Goodmayes,51.5631,0.1133,United Kingdom,GB,GBR,Redbridge,,13069,1826397253
Sudbury,Sudbury,52.0417,0.7282,United Kingdom,GB,GBR,Suffolk,,13063,1826131737
Milnrow,Milnrow,53.6101,-2.1111,United Kingdom,GB,GBR,Rochdale,,13061,1826133583
Aberystwyth,Aberystwyth,52.414,-4.081,United Kingdom,GB,GBR,Ceredigion,,13040,1826420477
Holborn,Holborn,51.5204,-0.1136,United Kingdom,GB,GBR,Camden,,13023,1826657058
Brackley,Brackley,52.032,-1.147,United Kingdom,GB,GBR,Northamptonshire,,13018,1826334139
Midsomer Norton,Midsomer Norton,51.2842,-2.4817,United Kingdom,GB,GBR,Bath and North East Somerset,,13000,1826227978
Galashiels,Galashiels,55.6194,-2.8033,United Kingdom,GB,GBR,Scottish Borders,,13000,1826185661
Gornalwood,Gornalwood,52.523,-2.124,United Kingdom,GB,GBR,Dudley,,12992,1826716353
Yiewsley,Yiewsley,51.513,-0.471,United Kingdom,GB,GBR,Hillingdon,,12979,1826369645
Shenley Church End,Shenley Church End,52.022,-0.788,United Kingdom,GB,GBR,Milton Keynes,,12961,1826650494
Flint,Flint,53.2482,-3.1358,United Kingdom,GB,GBR,Flintshire,,12953,1826504781
Woolton,Woolton,53.374,-2.865,United Kingdom,GB,GBR,Liverpool,,12921,1826782144
Leagrave,Leagrave,51.903,-0.466,United Kingdom,GB,GBR,Luton,,12910,1826319019
Cliftonville,Cliftonville,51.3881,1.4046,United Kingdom,GB,GBR,Kent,,12900,1826914470
Buckingham,Buckingham,51.995,-0.986,United Kingdom,GB,GBR,Buckinghamshire,,12890,1826027326
Chilwell,Chilwell,52.916,-1.235,United Kingdom,GB,GBR,Nottinghamshire,,12864,1826053843
Syston,Syston,52.7,-1.08,United Kingdom,GB,GBR,Leicestershire,,12804,1826679514
Little Lever,Little Lever,53.563,-2.369,United Kingdom,GB,GBR,Bolton,,12803,1826282057
Milngavie,Milngavie,55.9421,-4.3137,United Kingdom,GB,GBR,East Dunbartonshire,,12795,1826013201
Sanderstead,Sanderstead,51.3358,-0.0818,United Kingdom,GB,GBR,Croydon,,12777,1826382700
Chalfont Saint Peter,Chalfont Saint Peter,51.607,-0.556,United Kingdom,GB,GBR,Buckinghamshire,,12766,1826655909
Ainsdale,Ainsdale,53.6021,-3.0405,United Kingdom,GB,GBR,Sefton,,12723,1826404186
Lymm,Lymm,53.3834,-2.475,United Kingdom,GB,GBR,Cheshire East,,12700,1826822160
Flitwick,Flitwick,52.0038,-0.4966,United Kingdom,GB,GBR,Central Bedfordshire,,12700,1826751494
Brownhills,Brownhills,52.647,-1.933,United Kingdom,GB,GBR,Walsall,,12676,1826680163
Hornsey,Hornsey,51.587,-0.118,United Kingdom,GB,GBR,Haringey,,12659,1826443938
Sutton on Hull,Sutton on Hull,53.7806,-0.3047,United Kingdom,GB,GBR,"Kingston upon Hull, City of",,12649,1826733547
Market Warsop,Market Warsop,53.2,-1.15,United Kingdom,GB,GBR,Nottinghamshire,,12644,1826782439
Warsop,Warsop,53.2,-1.15,United Kingdom,GB,GBR,Nottinghamshire,,12644,1826909482
Saltcoats,Saltcoats,55.6352,-4.7896,United Kingdom,GB,GBR,North Ayrshire,,12640,1826618463
Horndean,Horndean,50.9136,-0.9961,United Kingdom,GB,GBR,Hampshire,,12639,1826591617
North Walsham,North Walsham,52.8214,1.3861,United Kingdom,GB,GBR,Norfolk,,12634,1826981933
Wordsley,Wordsley,52.483,-2.15,United Kingdom,GB,GBR,Dudley,,12582,1826751704
Croxley Green,Croxley Green,51.647,-0.445,United Kingdom,GB,GBR,Hertfordshire,,12562,1826810678
Armadale,Armadale,55.8978,-3.7047,United Kingdom,GB,GBR,West Lothian,,12550,1826278494
Mablethorpe,Mablethorpe,53.3409,0.261,United Kingdom,GB,GBR,Lincolnshire,,12531,1826000615
Wolverton,Wolverton,52.0626,-0.8102,United Kingdom,GB,GBR,Milton Keynes,,12492,1826613545
Costessey,Costessey,52.6602,1.2161,United Kingdom,GB,GBR,Norfolk,,12463,1826359411
Barton upon Irwell,Barton upon Irwell,53.476,-2.36,United Kingdom,GB,GBR,Salford,,12462,1826910370
Cromer,Cromer,52.931,1.302,United Kingdom,GB,GBR,Norfolk,,12457,1826263534
Bickenhill,Bickenhill,52.439,-1.725,United Kingdom,GB,GBR,Solihull,,12456,1826206537
Tilbury,Tilbury,51.4606,0.3582,United Kingdom,GB,GBR,Thurrock,,12450,1826146136
Chigwell,Chigwell,51.6225,0.0723,United Kingdom,GB,GBR,Essex,,12449,1826768266
Hersham,Hersham,51.3681,-0.4008,United Kingdom,GB,GBR,Surrey,,12414,1826749539
Spondon,Spondon,52.92,-1.401,United Kingdom,GB,GBR,Derby,,12377,1826000037
Coseley,Coseley,52.55,-2.083,United Kingdom,GB,GBR,Dudley,,12357,1826312383
Ovenden,Ovenden,53.7432,-1.8779,United Kingdom,GB,GBR,Calderdale,,12351,1826436931
Chepstow,Chepstow,51.642,-2.675,United Kingdom,GB,GBR,Monmouthshire,,12350,1826986519
Lye,Lye,52.459,-2.116,United Kingdom,GB,GBR,Dudley,,12346,1826947385
Tonyrefail,Tonyrefail,51.584,-3.4306,United Kingdom,GB,GBR,Rhondda Cynon Taff,,12301,1826868989
Giffnock,Giffnock,55.8051,-4.2946,United Kingdom,GB,GBR,East Renfrewshire,,12300,1826874548
New Mills,New Mills,53.367,-2.007,United Kingdom,GB,GBR,Derbyshire,,12291,1826456632
Thatto Heath,Thatto Heath,53.4352,-2.7481,United Kingdom,GB,GBR,St. Helens,,12280,1826530884
Harrow on the Hill,Harrow on the Hill,51.5655,-0.3327,United Kingdom,GB,GBR,Harrow,,12270,1826937930
Selston,Selston,53.07,-1.3,United Kingdom,GB,GBR,Nottinghamshire,,12240,1826087105
Newhaven,Newhaven,50.8,0.06,United Kingdom,GB,GBR,East Sussex,,12232,1826390746
Birstall,Birstall,52.6736,-1.12,United Kingdom,GB,GBR,Leicester,,12216,1826141026
Olton,Olton,52.4377,-1.8058,United Kingdom,GB,GBR,Solihull,,12167,1826454094
Cheadle,Cheadle,52.9849,-1.9865,United Kingdom,GB,GBR,Staffordshire,,12165,1826424119
Tranent,Tranent,55.945,-2.954,United Kingdom,GB,GBR,East Lothian,,12140,1826125667
Bamber Bridge,Bamber Bridge,53.7281,-2.6606,United Kingdom,GB,GBR,Lancashire,,12126,1826794193
Huntington,Huntington,53.9926,-1.043,United Kingdom,GB,GBR,York,,12108,1826116194
Montrose,Montrose,56.708,-2.467,United Kingdom,GB,GBR,Angus,,12100,1826865974
Tring,Tring,51.7962,-0.6592,United Kingdom,GB,GBR,Hertfordshire,,12099,1826144643
North Tidworth,North Tidworth,51.237,-1.664,United Kingdom,GB,GBR,Wiltshire,,12089,1826577257
Sedgley,Sedgley,52.54,-2.123,United Kingdom,GB,GBR,Dudley,,12087,1826101730
Beaconsfield,Beaconsfield,51.6009,-0.6347,United Kingdom,GB,GBR,Buckinghamshire,,12081,1826964711
Bridgnorth,Bridgnorth,52.535,-2.4195,United Kingdom,GB,GBR,Shropshire,,12079,1826579574
Fenton,Fenton,52.9977,-2.1578,United Kingdom,GB,GBR,Stoke-on-Trent,,12070,1826789719
Walton-on-the-Naze,Walton-on-the-Naze,51.848,1.268,United Kingdom,GB,GBR,Essex,,12054,1826757430
Bentley,Bentley,53.551,-1.144,United Kingdom,GB,GBR,Doncaster,,12048,1826141452
Berwick-Upon-Tweed,Berwick-Upon-Tweed,55.7692,-2.0025,United Kingdom,GB,GBR,Northumberland,,12043,1826037734
Hwlffordd,Hwlffordd,51.8,-4.97,United Kingdom,GB,GBR,Pembrokeshire,,12042,1826514766
Wells,Wells,51.2094,-2.645,United Kingdom,GB,GBR,Somerset,,12000,1826235732
Minehead,Minehead,51.2038,-3.4738,United Kingdom,GB,GBR,Somerset,,11981,1826790025
Leominster,Leominster,52.2282,-2.7385,United Kingdom,GB,GBR,Herefordshire,,11959,1826948829
Sheerness,Sheerness,51.441,0.76,United Kingdom,GB,GBR,Kent,,11938,1826263896
Sandridge,Sandridge,51.7808,-0.3038,United Kingdom,GB,GBR,Hertfordshire,,11919,1826504633
Halstead,Halstead,51.9451,0.6411,United Kingdom,GB,GBR,Essex,,11906,1826328876
Bargoed,Bargoed,51.69,-3.24,United Kingdom,GB,GBR,Caerphilly,,11900,1826865415
Rushall,Rushall,52.6089,-1.9592,United Kingdom,GB,GBR,Walsall,,11871,1826029820
Snaresbrook,Snaresbrook,51.587,0.0146,United Kingdom,GB,GBR,Redbridge,,11868,1826731920
Eckington,Eckington,53.308,-1.3643,United Kingdom,GB,GBR,Derbyshire,,11855,1826393351
Hoyland Nether,Hoyland Nether,53.4985,-1.4406,United Kingdom,GB,GBR,Barnsley,,11852,1826976360
Ivybridge,Ivybridge,50.389,-3.921,United Kingdom,GB,GBR,Devon,,11851,1826566747
Torton,Torton,52.4522,-2.1606,United Kingdom,GB,GBR,Worcestershire,,11841,1826331260
Trentham,Trentham,52.9663,-2.1899,United Kingdom,GB,GBR,Staffordshire,,11836,1826068717
Wath upon Dearne,Wath upon Dearne,53.5022,-1.3402,United Kingdom,GB,GBR,Rotherham,,11816,1826701184
Street,Street,51.127,-2.74,United Kingdom,GB,GBR,Somerset,,11805,1826840312
Oswaldtwistle,Oswaldtwistle,53.743,-2.393,United Kingdom,GB,GBR,Lancashire,,11803,1826124855
Market Drayton,Market Drayton,52.9044,-2.4848,United Kingdom,GB,GBR,Staffordshire,,11773,1826166610
Gillingham,Gillingham,51.0375,-2.2748,United Kingdom,GB,GBR,Dorset,,11756,1826398821
Hackney,Hackney,51.541,-0.027,United Kingdom,GB,GBR,Hackney,,11734,1826413202
Wetherby,Wetherby,53.9276,-1.3839,United Kingdom,GB,GBR,Leeds,,11712,1826431619
Sowerby Bridge,Sowerby Bridge,53.71,-1.91,United Kingdom,GB,GBR,Calderdale,,11703,1826733950
Risca,Risca,51.608,-3.091,United Kingdom,GB,GBR,Caerphilly,,11693,1826115137
Ulverston,Ulverston,54.193,-3.09,United Kingdom,GB,GBR,Cumbria,,11678,1826513559
Elland,Elland,53.683,-1.84,United Kingdom,GB,GBR,Calderdale,,11676,1826432819
Prudhoe,Prudhoe,54.961,-1.849,United Kingdom,GB,GBR,Northumberland,,11675,1826202112
Bolsover,Bolsover,53.2304,-1.2875,United Kingdom,GB,GBR,Derbyshire,,11673,1826732756
Bryn,Bryn,53.499,-2.657,United Kingdom,GB,GBR,Wigan,,11662,1826011571
Sandy,Sandy,52.131,-0.297,United Kingdom,GB,GBR,Central Bedfordshire,,11657,1826630573
Cowdenbeath,Cowdenbeath,56.11,-3.35,United Kingdom,GB,GBR,Fife,,11640,1826932190
Burnham,Burnham,51.54,-0.66,United Kingdom,GB,GBR,Buckinghamshire,,11630,1826725150
Henley on Thames,Henley on Thames,51.5357,-0.903,United Kingdom,GB,GBR,Oxfordshire,,11619,1826580742
Ascot,Ascot,51.4084,-0.6707,United Kingdom,GB,GBR,Windsor and Maidenhead,,11603,1826467973
Sunninghill,Sunninghill,51.4025,-0.655,United Kingdom,GB,GBR,Windsor and Maidenhead,,11603,1826713508
Abertillery,Abertillery,51.73,-3.13,United Kingdom,GB,GBR,Blaenau Gwent,,11601,1826675845
Wallingford,Wallingford,51.599,-1.125,United Kingdom,GB,GBR,Oxfordshire,,11600,1826443803
Belgrave,Belgrave,52.6566,-1.1262,United Kingdom,GB,GBR,Leicester,,11558,1826809657
Downpatrick,Downpatrick,54.322,-5.703,United Kingdom,GB,GBR,"Newry, Mourne and Down",,11545,1826860584
Wanstead,Wanstead,51.5778,0.0286,United Kingdom,GB,GBR,Redbridge,,11543,1826002020
Blundellsands,Blundellsands,53.48,-3.05,United Kingdom,GB,GBR,Sefton,,11514,1826007490
Brislington,Brislington,51.4316,-2.5439,United Kingdom,GB,GBR,"Bristol, City of",,11511,1826515115
Tadley,Tadley,51.3506,-1.1376,United Kingdom,GB,GBR,Hampshire,,11473,1826538843
Culcheth,Culcheth,53.4517,-2.5218,United Kingdom,GB,GBR,Warrington,,11454,1826044537
Holyhead,Holyhead,53.309,-4.633,United Kingdom,GB,GBR,Isle of Anglesey,,11431,1826382629
Haydock,Haydock,53.4678,-2.6609,United Kingdom,GB,GBR,St. Helens,,11416,1826418141
Dawley,Dawley,52.663,-2.467,United Kingdom,GB,GBR,Telford and Wrekin,,11399,1826162045
Wealdstone,Wealdstone,51.5957,-0.3352,United Kingdom,GB,GBR,Brent,,11394,1826291904
Greetland,Greetland,53.6869,-1.8714,United Kingdom,GB,GBR,Calderdale,,11389,1826686743
Newport,Newport,52.7691,-2.3787,United Kingdom,GB,GBR,Telford and Wrekin,,11387,1826096263
Buckhurst Hill,Buckhurst Hill,51.632,0.036,United Kingdom,GB,GBR,Essex,,11380,1826018401
Harrow Weald,Harrow Weald,51.604,-0.339,United Kingdom,GB,GBR,Harrow,,11376,1826880341
Great Bookham,Great Bookham,51.278,-0.373,United Kingdom,GB,GBR,Surrey,,11375,1826910231
Little Bookham,Little Bookham,51.2804,-0.3897,United Kingdom,GB,GBR,Surrey,,11375,1826002700
Pelsall,Pelsall,52.631,-1.972,United Kingdom,GB,GBR,Walsall,,11371,1826666565
Carnoustie,Carnoustie,56.501,-2.71,United Kingdom,GB,GBR,Angus,,11360,1826799363
Newtown,Newtown,52.5132,-3.3141,United Kingdom,GB,GBR,Powys,,11357,1826506895
Knowsley,Knowsley,53.4498,-2.8501,United Kingdom,GB,GBR,Knowsley,,11343,1826568900
Leatherhead,Leatherhead,51.295,-0.329,United Kingdom,GB,GBR,Surrey,,11316,1826812300
Oxted,Oxted,51.257,-0.006,United Kingdom,GB,GBR,Surrey,,11314,1826650120
Burslem,Burslem,53.0426,-2.1879,United Kingdom,GB,GBR,Stoke-on-Trent,,11314,1826767635
Hipperholme,Hipperholme,53.7258,-1.812,United Kingdom,GB,GBR,Calderdale,,11308,1826718988
Chorleywood,Chorleywood,51.65,-0.51,United Kingdom,GB,GBR,Hertfordshire,,11286,1826183168
Limavady,Limavady,55.053,-6.946,United Kingdom,GB,GBR,Causeway Coast and Glens,,11279,1826976975
Stanwell,Stanwell,51.457,-0.4715,United Kingdom,GB,GBR,Surrey,,11279,1826245987
Astley,Astley,53.5008,-2.4454,United Kingdom,GB,GBR,Wigan,,11270,1826000042
Burtonwood,Burtonwood,53.4302,-2.6614,United Kingdom,GB,GBR,Warrington,,11265,1826767649
Maryport,Maryport,54.7128,-3.4926,United Kingdom,GB,GBR,Cumbria,,11262,1826196892
Largs,Largs,55.795,-4.87,United Kingdom,GB,GBR,North Ayrshire,,11260,1826043639
Boultham,Boultham,53.214,-0.5561,United Kingdom,GB,GBR,Lincolnshire,,11258,1826621706
Kingsnorth,Kingsnorth,51.1178,0.8615,United Kingdom,GB,GBR,Kent,,11243,1826823710
Greasley,Greasley,53.02,-1.27,United Kingdom,GB,GBR,Nottinghamshire,,11241,1826187766
Cranleigh,Cranleigh,51.1363,-0.4784,United Kingdom,GB,GBR,Surrey,,11241,1826383822
Mountain Ash,Mountain Ash,51.6814,-3.3792,United Kingdom,GB,GBR,Rhondda Cynon Taff,,11230,1826926732
Saint Ives,Saint Ives,50.211,-5.48,United Kingdom,GB,GBR,Cornwall,,11226,1826132004
Crayford,Crayford,51.4491,0.1812,United Kingdom,GB,GBR,Kent,,11226,1826027984
Castle Bromwich,Castle Bromwich,52.505,-1.7856,United Kingdom,GB,GBR,Birmingham,,11217,1826340302
Linslade,Linslade,51.9243,-0.6774,United Kingdom,GB,GBR,Central Bedfordshire,,11185,1826448969
Ilfracombe,Ilfracombe,51.208,-4.12,United Kingdom,GB,GBR,Devon,,11184,1826182553
Prescot,Prescot,53.4286,-2.8064,United Kingdom,GB,GBR,Knowsley,,11184,1826329091
Wootton,Wootton,52.2007,-0.8857,United Kingdom,GB,GBR,Northamptonshire,,11180,1826816584
Stonehaven,Stonehaven,56.964,-2.211,United Kingdom,GB,GBR,Aberdeenshire,,11170,1826190740
Dorking,Dorking,51.2325,-0.3306,United Kingdom,GB,GBR,Surrey,,11158,1826338951
Honiton,Honiton,50.8,-3.19,United Kingdom,GB,GBR,Devon,,11156,1826581914
Aylestone,Aylestone,52.604,-1.154,United Kingdom,GB,GBR,Leicester,,11151,1826967618
Dorridge,Dorridge,52.372,-1.7554,United Kingdom,GB,GBR,Solihull,,11140,1826008544
Hexham,Hexham,54.971,-2.101,United Kingdom,GB,GBR,Northumberland,,11139,1826406735
Evington,Evington,52.628,-1.074,United Kingdom,GB,GBR,Leicestershire,,11133,1826108996
Southborough,Southborough,51.1598,0.2652,United Kingdom,GB,GBR,Kent,,11124,1826565398
Iver,Iver,51.521,-0.507,United Kingdom,GB,GBR,Buckinghamshire,,11119,1826636637
